Dep_Time,Arrival_Time,Duration,Total_Stops,date,month,Airline_Air India,Airline_IndiGo,Airline_Jet Airways,Airline_Multiple carriers,Airline_SpiceJet,Source_Banglore,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Delhi,Price
6,12,330,1,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14388
6,9,165,0,4,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4544
11,14,175,0,4,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5198
9,2,975,1,18,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7503
16,20,270,1,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12314
13,19,375,1,15,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8372
16,24,425,1,21,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14781
20,23,180,0,24,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8016
8,10,140,0,3,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6297
8,9,1495,1,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14388
7,14,370,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6393
21,10,775,1,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14939
8,20,685,1,21,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14781
8,21,810,1,3,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14871
10,12,170,0,4,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4319
17,10,1005,1,15,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13067
17,8,920,1,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26890
7,13,375,1,15,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9134
21,0,180,0,4,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3943
7,19,735,1,24,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8879
19,12,1025,1,24,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14571
10,12,155,0,15,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5644
6,5,1330,1,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9663
14,24,570,1,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14571
21,0,175,0,6,9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3971
9,19,590,1,3,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17024
17,20,150,0,15,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3841
20,19,1395,1,27,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12898
15,4,830,2,6,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13376
21,13,910,2,15,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9905
8,21,780,1,15,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13587
6,21,900,1,24,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7740
6,13,395,1,21,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9794
23,21,1350,1,3,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17471
14,4,880,2,3,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15129
10,14,1730,1,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11467
15,15,1440,1,6,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6528
8,19,705,1,27,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8266
7,22,940,1,3,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6442
23,13,825,1,6,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10262
7,9,85,0,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17501
6,9,165,0,24,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8273
18,19,1485,2,21,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10703
10,2,930,1,15,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8510
20,22,90,0,15,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2754
21,23,90,0,18,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2227
18,2,460,2,27,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18275
9,13,270,1,21,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6356
14,21,400,1,15,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14781
10,13,1615,2,27,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13029
12,14,170,0,5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4340
18,14,1215,2,6,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12224
16,18,1545,1,24,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10844
10,12,165,0,15,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4174
17,23,1795,2,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14887
9,19,615,1,4,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12853
11,14,165,0,15,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3383
12,15,175,0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11111
18,21,180,0,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7229
18,21,180,0,5,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4030
15,2,635,1,3,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14871
20,4,520,1,27,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12898
12,19,465,1,18,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14533
18,8,875,1,6,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7258
9,13,270,1,4,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4812
10,21,690,1,5,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12384
12,8,1180,2,6,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8603
12,19,435,2,6,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8603
14,23,570,1,24,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14231
21,7,625,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11410
9,9,1475,2,3,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12725
10,13,1620,2,6,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13292
7,10,155,0,24,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3873
8,10,140,0,15,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3850
12,19,435,1,6,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8479
10,24,840,1,24,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14151
6,9,165,0,24,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5228
7,9,1555,1,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9397
7,8,85,0,18,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4995
5,8,170,0,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4282
8,22,810,2,21,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10697
10,14,1730,1,21,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9314
5,8,145,0,27,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3540
17,19,1595,2,6,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9443
8,16,480,1,3,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15147
8,11,180,0,27,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8016
21,23,90,0,24,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2437
11,2,895,1,27,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6104
23,0,90,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1965
13,21,480,1,6,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7408
6,8,90,0,18,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4049
20,23,180,0,6,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8016
7,19,720,1,5,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10197
21,8,665,1,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10844
17,19,1570,1,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12692
8,16,475,1,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14781
24,8,495,1,24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7335
8,11,180,0,27,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7229
21,0,175,0,24,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4353
20,8,735,1,18,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13941
10,14,280,1,3,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12295
23,13,825,1,27,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12898
7,23,930,1,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7927
24,3,170,0,15,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4483
12,18,405,1,3,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19225
7,14,370,1,24,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4692
21,10,725,1,18,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13555
15,2,630,1,4,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6270
19,16,1285,1,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13584
16,19,1600,2,21,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13180
20,18,1295,1,5,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14151
6,9,190,0,5,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6216
8,19,680,1,3,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15135
12,21,570,1,3,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15136
2,19,1005,1,27,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10262
10,22,750,1,18,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12384
10,19,575,1,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9314
17,18,1500,1,5,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9314
9,19,615,1,6,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10454
23,8,520,1,18,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8372
20,4,520,1,3,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11848
8,21,750,1,6,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6416
9,11,90,0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3342
6,7,1495,2,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10118
17,12,1185,2,6,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14960
5,16,665,1,15,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6818
14,17,150,0,6,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5510
6,9,1610,1,21,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14388
15,22,455,1,6,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7038
9,19,630,1,5,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8266
18,19,1480,2,27,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14300
9,8,1350,1,5,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8366
23,10,695,1,3,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17261
7,9,1555,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8452
15,20,320,1,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8567
7,22,925,1,15,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9646
22,19,1275,2,4,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8341
18,19,1530,1,5,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12373
18,20,140,0,21,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3543
17,24,395,1,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13994
4,7,170,0,24,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4777
15,22,455,1,6,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7038
17,18,90,0,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3175
10,21,660,1,6,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7408
21,0,180,0,15,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3943
8,4,1225,1,3,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15974
7,10,155,0,27,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3873
10,13,170,0,15,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4423
10,4,1125,2,27,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15129
8,21,755,1,21,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8285
6,8,80,0,6,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3100
9,9,1475,2,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25430
13,14,80,0,18,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2385
10,18,435,1,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11316
2,19,1005,1,15,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10262
6,13,445,2,24,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7662
17,20,1605,1,24,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14231
9,21,705,1,6,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6838
7,4,1300,2,15,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13376
15,19,1680,1,24,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10262
8,16,480,1,27,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8574
21,8,615,1,3,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7832
4,19,910,1,24,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12192
10,12,90,0,15,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4050
8,11,175,0,4,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6722
20,16,1220,1,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10844
7,21,840,1,15,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7408
21,4,455,1,21,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14189
17,20,150,0,24,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3841
14,5,875,1,5,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8586
11,19,520,1,27,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7155
8,18,590,1,6,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9899
8,20,685,1,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14571
19,22,175,0,18,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4823
8,11,180,0,5,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4544
0,20,1200,1,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14752
9,14,1700,2,5,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11542
10,13,195,0,21,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7202
11,19,505,1,6,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11098
20,21,75,0,27,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2575
13,2,755,1,27,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6673
19,22,170,0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14306
22,4,395,1,18,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15554
10,14,1730,1,15,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9314
6,8,90,0,3,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4995
12,8,1200,1,21,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7832
8,8,1430,1,21,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8586
5,8,170,0,27,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6094
6,19,810,2,24,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13292
10,21,660,1,27,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9718
9,8,1365,1,21,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7412
22,19,1275,2,6,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10441
11,2,890,1,3,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14871
8,19,660,1,18,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15554
14,19,305,1,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36235
17,18,90,0,24,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3175
18,20,140,0,24,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3597
13,15,90,0,27,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1965
10,19,540,1,24,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12717
14,18,195,0,6,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6015
23,2,165,0,3,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5615
19,2,395,1,27,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7845
21,23,1525,1,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10844
21,5,460,1,15,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27210
14,17,150,0,4,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4174
8,21,780,1,21,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6883
9,21,720,1,21,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6883
10,18,435,1,21,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8355
20,23,170,0,24,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5469
6,9,165,0,27,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6478
20,22,160,0,3,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11913
19,2,415,1,21,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7006
16,23,365,1,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12681
23,19,1195,2,21,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15129
14,21,420,1,15,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13587
19,19,1425,1,6,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14714
8,12,290,1,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6220
7,13,330,1,6,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10262
9,18,545,1,5,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8576
20,21,1495,1,24,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10031
19,19,1430,2,24,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12819
7,14,370,1,15,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5052
8,8,1455,1,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22270
7,10,160,0,27,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5613
9,11,145,0,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3873
6,9,195,0,15,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6015
6,12,330,1,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10844
13,15,90,0,5,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2227
20,23,180,0,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7229
6,19,810,2,6,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10368
18,4,655,1,21,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12898
7,19,720,1,6,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12192
10,24,840,1,5,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12121
7,8,1490,2,27,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16163
6,18,760,1,18,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12284
20,22,165,0,21,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5780
10,12,90,0,5,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4995
5,10,295,1,6,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6496
12,19,1855,2,6,12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12488
7,10,175,0,15,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4823
6,7,90,0,18,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2647
13,16,170,0,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12649
12,19,455,1,6,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8266
6,9,190,0,15,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6216
2,4,165,0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4423
8,8,1455,1,3,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17996
9,13,270,1,15,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5726
6,16,570,1,3,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15147
21,19,1325,1,18,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15554
23,4,1760,2,24,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12819
18,2,450,1,27,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7198
